,player,pos,team,season,games_played,corsi_for,corsi_ag,corsi_for%,corsi_for%_rel,corsi/60,corsi_rel/60,fen_for,fen_ag,fen_for%,fen_for%_rel,team_onice_sh%,team_onice_sv%,pdo,off_zs%,def_zs%,toi/game,faceoffs_won,faceoffs_lost,faceoff%,hits,blocks,takeaways,giveaways
313,Dustin Brown,RW,LAK,2012-13,46,1022,609,62.7,10.9,27.6,25.9,750,490,60.5,7.8,10.0,92.0,102.1,63.3,36.7,19.5,15,26,36.6,156,8,17,27
314,Jean-Francois Jacques,LW,EDM,2009-10,49,395,578,40.6,-7.5,-20.3,-17.8,293,423,40.9,-7.4,9.2,89.1,98.3,51.8,48.2,11.1,2,3,40.0,156,17,9,23
315,Gregory Campbell,C,FLA,2007-08,81,721,1045,40.8,-12.1,-19.3,-22.6,559,832,40.2,-12.5,5.7,89.8,95.5,35.9,64.1,12.4,235,225,51.1,156,35,12,18
316,Matt Bradley,RW,WSH,2010-11,61,503,538,48.3,-3.7,-3.3,-5.8,370,360,50.7,-1.5,6.8,91.3,98.1,50.0,50.0,10.3,4,6,40.0,156,15,12,5
317,Jamie Benn,LW,DAL,2015-16,82,1906,1453,56.7,4.4,16.6,13.7,1392,1090,56.1,3.1,12.6,88.6,101.3,60.6,39.4,20.0,226,252,47.3,156,55,65,80
318,Bobby Ryan,RW,ANA,2010-11,82,1597,1521,51.2,6.7,2.8,8.4,1252,1154,52.0,6.5,11.8,90.5,102.3,61.4,38.6,20.2,87,132,39.7,156,34,62,42
319,Jordan Staal,C,PIT,2008-09,82,1316,1543,46.0,-3.5,-8.4,-7.9,984,1135,46.4,-4.8,10.4,90.0,100.4,37.0,63.0,19.8,567,639,47.0,156,55,45,44
320,Kyle Clifford,LW,LAK,2012-13,48,453,388,53.9,-2.6,7.7,1.2,338,305,52.6,-3.6,8.6,91.0,99.7,60.5,39.5,10.6,1,8,11.1,155,12,12,8
321,Andreas Martinsen,LW,COL,2015-16,55,447,589,43.1,-4.3,-14.0,-11.1,322,422,43.3,-3.8,8.6,91.9,100.4,42.2,57.8,11.1,1,3,25.0,155,27,11,5
322,Andrew Ladd,LW,TOT,2015-16,78,1511,1321,53.4,4.3,0.0,0.0,1070,988,52.0,2.9,9.6,89.4,99.0,53.0,47.0,,8,5,61.5,155,42,29,34
323,Cal Clutterbuck,RW,MIN,2012-13,42,413,511,44.7,-8.9,-10.2,-14.1,312,372,45.6,-8.2,4.8,90.9,95.7,35.1,64.9,13.7,1,1,50.0,155,17,13,10
324,Scott Hartnell,LW,PHI,2013-14,78,1707,1041,62.1,13.6,30.3,32.0,1238,758,62.0,13.0,10.6,92.1,102.7,70.6,29.4,16.9,4,14,22.2,155,39,19,35
325,Chris Kunitz,LW,PIT,2010-11,66,1437,878,62.1,12.7,27.8,28.5,1064,674,61.2,11.2,10.7,92.4,103.1,65.4,34.6,18.3,4,4,50.0,155,14,18,22
326,Nino Niederreiter,RW,MIN,2014-15,80,1080,899,54.6,4.6,9.3,9.3,801,638,55.7,4.3,9.4,90.9,100.3,46.2,53.8,14.5,2,5,28.6,155,32,28,16
327,Ryan Callahan,RW,NYR,2012-13,45,973,957,50.4,-3.0,1.0,-2.7,711,678,51.2,-3.3,9.5,92.0,101.5,52.2,47.8,21.5,14,16,46.7,154,66,23,18
328,Brian Boyle,C,NYR,2013-14,82,763,1124,40.4,-17.3,-20.7,-30.0,582,813,41.7,-15.2,6.2,92.9,99.0,18.0,82.0,12.8,306,272,52.9,154,54,20,20
329,Zac Rinaldo,C,BOS,2015-16,52,268,431,38.3,-13.6,-22.7,-24.9,206,324,38.9,-13.1,7.6,92.8,100.4,47.4,52.6,8.3,0,1,0.0,154,15,8,9
330,Eric Nystrom,LW,NSH,2013-14,79,824,1210,40.5,-12.6,-19.7,-23.0,604,886,40.5,-13.8,7.1,87.6,94.7,39.7,60.3,14.9,2,8,20.0,154,35,26,16
331,Shane Doan,RW,PHX,2009-10,82,1646,1176,58.3,9.1,18.1,18.8,1259,925,57.6,8.7,8.7,90.9,99.6,63.2,36.8,19.0,70,83,45.8,154,25,49,18
332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Andrew Ladd,LW,WPG,2013-14,78,1660,1378,54.6,3.3,11.0,9.5,1218,1036,54.0,2.0,9.7,90.5,100.3,51.2,48.8,19.7,24,38,38.7,154,42,37,44
334,Maxime Talbot,C,PIT,2010-11,82,980,1208,44.8,-10.8,-11.1,-17.2,732,902,44.8,-11.3,5.5,92.5,98.0,40.2,59.8,15.1,425,449,48.6,154,40,26,17
335,Derek MacKenzie,C,FLA,2015-16,64,477,787,37.7,-15.7,-22.1,-26.1,381,612,38.4,-15.7,7.1,92.9,100.0,34.9,65.1,13.2,439,362,54.8,154,38,27,13
336,Tom Kostopoulos,RW,CAR,2009-10,82,794,1060,42.8,-8.9,-15.7,-17.8,580,769,43.0,-7.8,8.5,90.0,98.4,39.4,60.6,12.4,10,11,47.6,154,50,21,8
337,Travis Moen,LW,ANA,2007-08,77,756,1077,41.2,-16.1,-15.8,-23.0,614,880,41.1,-16.1,3.0,93.4,96.4,38.0,62.0,15.8,8,17,32.0,154,28,19,23
338,Justin Abdelkader,LW,DET,2014-15,71,1260,855,59.6,9.8,19.1,19.7,943,657,58.9,10.3,11.6,89.7,101.3,67.6,32.4,17.9,7,8,46.7,153,28,16,29
339,Nikolai Kulemin,LW,TOR,2013-14,70,740,1349,35.4,-12.3,-32.2,-29.5,551,1002,35.5,-11.6,8.0,91.4,99.3,28.9,71.1,16.2,38,70,35.2,153,63,30,15
340,Ryane Clowe,LW,SJS,2010-11,75,1696,1038,62.0,9.5,29.3,26.4,1258,770,62.0,9.1,8.2,92.0,100.3,58.8,41.2,18.0,17,24,41.5,153,22,43,54
341,Jared Boll,RW,CBJ,2008-09,75,516,509,50.3,-2.9,0.6,-2.6,389,392,49.8,-3.3,7.5,90.9,98.5,49.2,50.8,8.9,0,4,0.0,153,13,19,7
